age,annual_income,employment_years,employment_type,home_ownership,credit_score,existing_debt,loan_amount,loan_term_months,loan_purpose,num_credit_lines,num_late_payments,has_bankruptcy,debt_to_income,approved
26,34330.78,0.0,Self-Employed,RENT,513.0,10471.85,6056.66,60,car,11,2,0,0.481,0
59,65728.71,31.9,Salaried,OWN,730.0,41137.53,26884.5,12,home_improvement,11,0,0,1.035,1
68,54063.21,50.9,Salaried,RENT,683.0,2788.13,30253.71,48,home_improvement,6,0,0,0.611,1
34,20831.68,8.1,Self-Employed,MORTGAGE,655.0,3916.68,10771.35,48,home_improvement,2,1,0,0.705,0
43,126787.8,21.0,Unemployed,RENT,751.0,25322.44,40373.2,24,car,4,2,0,0.518,1
45,23875.6,26.8,Retired,OWN,620.0,9169.03,10767.25,60,home_improvement,7,1,1,0.835,0
43,60460.69,24.7,Retired,MORTGAGE,594.0,6238.54,5036.88,48,medical,12,2,0,0.186,1
33,59574.33,14.2,Salaried,RENT,774.0,21715.7,23601.66,36,education,13,1,0,0.761,1
68,56264.46,47.2,Salaried,RENT,816.0,18958.17,6073.14,48,education,13,0,1,0.445,0
67,38281.1,47.9,Salaried,OWN,588.0,14240.65,19201.64,24,medical,14,0,0,0.874,0
37,74133.76,20.5,Retired,OWN,640.0,27376.37,13107.47,12,car,1,1,0,0.546,1
59,22467.3,38.7,Salaried,RENT,744.0,10801.11,9719.5,36,home_improvement,14,3,0,0.913,0
38,47433.58,8.7,Self-Employed,MORTGAGE,643.0,11508.27,22001.55,48,medical,8,4,0,0.706,0
59,36977.42,34.9,Retired,OWN,704.0,12184.94,15352.02,60,business,1,2,0,0.745,1
48,34938.72,28.8,Self-Employed,RENT,720.0,4874.57,9559.56,36,car,1,0,1,0.413,0
42,60740.98,17.5,Salaried,OWN,599.0,6394.86,21740.8,24,medical,3,5,0,0.463,0
24,84014.05,8.5,Salaried,RENT,688.0,43244.07,53450.94,24,education,3,0,0,1.151,0
52,41289.86,29.7,Self-Employed,RENT,649.0,5292.62,13009.54,60,debt_consolidation,1,1,0,0.443,0
34,72427.44,12.3,Salaried,MORTGAGE,540.0,25074.15,29281.4,24,home_improvement,5,0,0,0.75,1
29,50255.25,11.5,Salaried,OWN,561.0,16566.97,14505.79,60,medical,8,4,1,0.618,0
28,31370.83,5.3,Salaried,RENT,591.0,13371.73,18950.66,24,car,4,2,0,1.03,0
69,43089.04,47.7,Unemployed,RENT,734.0,54.72,17906.35,12,home_improvement,10,0,0,0.417,1
23,42203.44,4.6,Retired,OWN,737.0,16192.66,10432.91,24,education,10,1,0,0.631,0
59,34602.11,31.1,Self-Employed,OWN,717.0,8349.32,13890.15,36,education,5,1,0,0.643,1
63,60732.94,39.9,Salaried,RENT,690.0,9718.1,21365.46,36,business,1,2,0,0.512,1
19,55123.04,0.3,Salaried,RENT,687.0,11706.89,37401.89,60,business,4,2,0,0.891,1
48,22129.68,26.3,Salaried,MORTGAGE,675.0,8973.93,8654.09,36,debt_consolidation,9,2,0,0.797,1
48,21466.25,31.9,Retired,RENT,687.0,7721.11,2650.01,24,car,5,1,0,0.483,1
36,60617.7,7.7,Salaried,RENT,693.0,13991.26,30292.28,48,medical,8,1,0,0.731,0
52,32609.43,23.2,Salaried,MORTGAGE,524.0,2580.51,24692.43,36,car,12,2,0,0.836,0
39,57012.2,20.1,Self-Employed,MORTGAGE,579.0,5115.04,36452.81,48,car,11,1,0,0.729,0
40,72436.51,21.5,Retired,RENT,557.0,26291.16,12996.07,48,medical,9,0,0,0.542,0
40,25965.49,17.2,Salaried,RENT,750.0,1514.79,8990.66,60,medical,1,4,0,0.405,1
59,24202.99,38.6,Self-Employed,OWN,799.0,5621.79,9532.67,36,business,11,3,0,0.626,1
50,113234.46,31.0,Retired,OWN,455.0,73847.08,44873.71,36,debt_consolidation,4,1,0,1.048,1
37,58441.73,11.7,Salaried,RENT,791.0,18639.06,27829.51,36,car,6,0,0,0.795,1
66,39750.58,41.2,Unemployed,MORTGAGE,658.0,14363.37,13164.59,36,education,10,1,0,0.693,1
59,30731.08,37.8,Salaried,RENT,741.0,2791.76,6664.81,36,business,12,1,0,0.308,1
66,37978.66,47.6,Self-Employed,RENT,696.0,2502.97,22421.08,12,car,10,4,0,0.656,0
55,27030.3,28.3,Salaried,OWN,780.0,9984.27,4738.05,24,debt_consolidation,4,0,0,0.545,1
38,76244.92,15.2,Salaried,MORTGAGE,669.0,15832.04,18266.51,60,home_improvement,6,1,0,0.447,1
58,33243.83,35.0,Self-Employed,MORTGAGE,527.0,14163.31,5785.88,60,business,5,0,0,0.6,0
35,84691.23,14.7,Salaried,RENT,640.0,22991.13,44246.3,12,debt_consolidation,6,1,0,0.794,1
32,40122.22,10.0,Self-Employed,RENT,696.0,31433.93,16903.26,60,business,11,2,0,1.205,0
41,29095.1,16.8,Salaried,RENT,631.0,5212.45,16779.17,48,education,14,1,0,0.756,0
68,39610.49,51.0,Self-Employed,RENT,709.0,12214.68,9623.82,12,home_improvement,5,1,0,0.551,1
47,13199.27,22.8,Salaried,OWN,644.0,1727.5,1971.94,60,car,4,1,0,0.28,0
37,46148.31,13.8,Self-Employed,OWN,596.0,19373.61,14362.27,60,car,13,0,0,0.731,0
42,45023.52,13.6,Salaried,MORTGAGE,552.0,14906.25,16366.07,48,business,2,1,0,0.695,1
33,74040.79,8.1,Self-Employed,MORTGAGE,615.0,8945.72,32712.65,48,medical,5,1,0,0.563,0
52,19088.62,32.1,Salaried,OWN,668.0,4150.0,1212.54,36,medical,14,0,1,0.281,1
36,87634.78,15.3,Salaried,MORTGAGE,474.0,41256.28,43444.61,36,debt_consolidation,13,2,0,0.967,1
46,73887.55,26.4,Salaried,RENT,580.0,33453.06,16340.4,48,debt_consolidation,12,1,0,0.674,0
37,91676.54,17.2,Self-Employed,MORTGAGE,470.0,4844.25,24800.05,36,business,13,1,0,0.323,0
34,47745.46,20.4,Salaried,RENT,594.0,9315.36,30306.04,36,home_improvement,3,0,0,0.83,0
68,81385.18,43.0,Self-Employed,OWN,758.0,43802.28,500.0,48,home_improvement,0,1,0,0.544,1
35,23491.13,6.5,Salaried,RENT,543.0,5636.07,10911.64,48,home_improvement,12,0,0,0.704,0
21,70019.13,0.0,Retired,OWN,713.0,20481.53,32471.07,48,education,7,1,0,0.756,0
37,33336.85,12.2,Salaried,MORTGAGE,850.0,13969.47,7875.6,24,medical,3,4,0,0.655,0
45,21467.58,19.1,Salaried,RENT,781.0,1399.17,6667.81,36,home_improvement,7,1,0,0.376,1
22,27943.22,0.4,Self-Employed,MORTGAGE,662.0,3466.23,18001.28,12,education,12,3,0,0.768,0
33,49156.56,16.0,Salaried,MORTGAGE,727.0,10639.7,38960.74,48,medical,7,1,0,1.009,0
26,32462.81,10.2,Salaried,OWN,527.0,14468.46,19897.92,24,car,9,1,0,1.059,0
44,59162.12,24.0,Self-Employed,RENT,508.0,24727.68,45979.28,60,debt_consolidation,7,1,0,1.195,0
55,19848.45,41.6,Self-Employed,MORTGAGE,653.0,7402.78,5195.01,48,home_improvement,7,4,0,0.635,1
68,16923.38,44.6,Salaried,RENT,686.0,4131.44,1421.28,36,business,14,2,0,0.328,1
38,97362.24,9.5,Salaried,RENT,748.0,42297.61,37920.23,48,car,13,0,0,0.824,1
62,77026.14,44.2,Salaried,RENT,599.0,18648.28,43209.49,24,medical,6,0,0,0.803,0
29,29008.72,0.0,Salaried,OWN,667.0,10202.23,842.7,12,home_improvement,12,0,0,0.381,0
58,48947.33,33.0,Self-Employed,RENT,664.0,19667.32,10509.41,12,business,10,2,0,0.617,1
47,81613.79,27.1,Salaried,RENT,638.0,42400.24,19336.02,36,home_improvement,1,5,1,0.756,0
57,60451.72,34.6,Unemployed,RENT,643.0,15508.97,28491.66,60,debt_consolidation,12,1,1,0.728,1
57,52791.82,34.2,Self-Employed,MORTGAGE,573.0,11118.4,23520.02,24,medical,10,0,0,0.656,1
45,84759.83,18.3,Self-Employed,MORTGAGE,675.0,38926.91,20763.43,48,education,12,1,0,0.704,1
31,34017.96,9.0,Salaried,MORTGAGE,668.0,16014.9,14830.55,12,business,11,1,0,0.907,0
45,49790.99,27.0,Salaried,RENT,610.0,9136.34,8516.2,36,education,14,1,0,0.355,1
60,48585.27,38.1,Salaried,MORTGAGE,710.0,4821.84,15290.52,48,medical,8,1,0,0.414,0
68,42771.15,42.7,Salaried,OWN,743.0,19155.28,6289.16,48,education,0,2,1,0.595,0
66,40339.94,39.0,Salaried,RENT,711.0,756.01,14923.86,60,debt_consolidation,4,1,0,0.389,1
27,50839.77,1.8,Retired,RENT,556.0,563.29,12196.57,48,car,2,1,0,0.251,0
49,49871.44,28.6,Unemployed,RENT,659.0,11208.89,26834.58,36,business,3,0,0,0.763,1
23,29021.32,2.4,Salaried,OWN,568.0,7701.27,11456.53,12,business,8,0,0,0.66,1
52,73196.14,26.8,Salaried,MORTGAGE,659.0,6661.37,25959.12,24,car,14,3,0,0.446,1
69,30085.76,38.2,Unemployed,OWN,568.0,8522.68,22673.38,60,business,11,1,0,1.037,0
20,43953.31,0.0,Self-Employed,RENT,765.0,12745.16,20950.68,36,home_improvement,6,1,0,0.767,1
52,42292.28,26.4,Salaried,MORTGAGE,720.0,7525.57,13802.9,36,home_improvement,7,1,0,0.504,1
67,58632.93,47.8,Unemployed,MORTGAGE,754.0,32542.43,16607.95,24,medical,7,1,0,0.838,1
62,16991.15,37.0,Self-Employed,OWN,745.0,5343.11,2782.56,24,debt_consolidation,6,4,1,0.478,0
38,76531.29,12.0,Salaried,OWN,626.0,32087.53,29604.08,48,debt_consolidation,8,2,0,0.806,0
23,34944.1,1.6,Self-Employed,MORTGAGE,612.0,1103.12,16127.5,36,home_improvement,14,3,0,0.493,0
66,90217.77,53.4,Unemployed,RENT,807.0,2731.23,1544.96,60,debt_consolidation,1,1,0,0.047,1
65,38596.53,46.0,Self-Employed,OWN,635.0,12312.66,4909.61,36,education,5,4,0,0.446,0
48,47838.13,26.5,Self-Employed,MORTGAGE,528.0,25269.47,14197.37,48,medical,1,1,0,0.825,0
68,127630.29,47.4,Salaried,MORTGAGE,741.0,12572.81,23019.89,24,education,12,4,0,0.279,1
18,42673.39,0.0,Self-Employed,RENT,663.0,11586.1,17438.54,24,debt_consolidation,2,1,0,0.68,0
50,91073.75,23.5,Self-Employed,MORTGAGE,786.0,5895.71,39747.35,24,business,9,1,0,0.501,1
20,49987.21,0.0,Salaried,RENT,672.0,7108.51,18772.12,24,car,0,0,0,0.518,1
66,60337.52,50.9,Salaried,OWN,648.0,16832.16,30774.24,60,home_improvement,7,2,0,0.789,0
53,50765.86,37.1,Self-Employed,OWN,787.0,8940.29,14367.63,48,education,13,4,0,0.459,1
65,74901.25,44.6,Self-Employed,RENT,512.0,4057.51,29272.83,36,debt_consolidation,14,3,0,0.445,0
47,34795.18,25.5,Unemployed,RENT,597.0,1768.02,6935.98,36,business,2,2,0,0.25,0
22,29970.71,0.0,Unemployed,OWN,570.0,0.0,13694.33,36,car,9,2,1,0.457,0
19,35621.76,0.0,Self-Employed,RENT,452.0,11451.95,14789.5,48,home_improvement,3,1,0,0.737,0
35,51526.69,20.2,Retired,OWN,729.0,17500.38,8259.37,24,medical,10,1,0,0.5,1
56,43896.53,34.5,Salaried,MORTGAGE,600.0,14875.79,16197.3,36,home_improvement,8,1,0,0.708,0
25,69922.13,0.7,Salaried,OWN,731.0,7944.81,27439.93,12,medical,11,1,0,0.506,1
62,94123.77,33.0,Salaried,MORTGAGE,685.0,37733.53,42939.49,60,car,13,0,0,0.857,1
30,30093.99,13.5,Salaried,MORTGAGE,705.0,10713.97,13952.29,36,business,5,1,0,0.82,0
43,33962.95,20.7,Salaried,MORTGAGE,609.0,8527.9,8686.46,48,car,0,0,1,0.507,1
28,23905.89,0.0,Salaried,RENT,581.0,5414.1,13213.48,60,education,4,0,0,0.779,0
42,135291.43,16.3,Salaried,RENT,658.0,20649.89,68269.56,36,education,3,1,0,0.657,1
41,57087.17,13.9,Retired,MORTGAGE,733.0,15917.29,14562.03,12,business,1,2,0,0.534,0
18,62311.49,0.0,Self-Employed,MORTGAGE,645.0,30693.84,10683.96,36,business,10,0,0,0.664,1
47,25081.75,25.8,Unemployed,MORTGAGE,587.0,10551.35,6781.34,48,car,13,2,0,0.691,0
58,48992.13,34.0,Salaried,MORTGAGE,542.0,10365.19,5177.02,36,medical,7,2,0,0.317,0
66,63235.68,47.1,Salaried,MORTGAGE,668.0,20917.93,27924.96,12,home_improvement,7,1,0,0.772,1
35,43201.1,13.3,Salaried,OWN,600.0,3662.83,27506.66,12,business,8,1,0,0.721,0
63,83939.6,45.2,Salaried,OWN,644.0,30177.13,57440.64,48,education,13,2,0,1.044,0
63,155735.69,39.6,Salaried,RENT,629.0,19524.81,28364.41,48,car,0,3,0,0.308,1
69,30530.11,59.2,Salaried,MORTGAGE,610.0,10793.56,17016.29,24,business,7,2,0,0.911,1
37,29406.07,12.7,Salaried,RENT,676.0,20447.83,12259.4,48,medical,13,1,0,1.112,0
62,31606.62,36.4,Self-Employed,RENT,700.0,5199.23,500.0,36,home_improvement,2,2,0,0.18,1
47,109436.48,20.9,Retired,RENT,827.0,75338.32,36499.32,12,business,8,2,0,1.022,1
21,82551.5,0.0,Salaried,OWN,718.0,26713.28,25695.26,36,home_improvement,0,1,0,0.635,1
32,45809.01,3.1,Salaried,OWN,793.0,6301.31,29416.88,48,debt_consolidation,12,0,0,0.78,0
52,49925.13,31.2,Salaried,MORTGAGE,576.0,6524.29,11273.55,48,car,9,0,0,0.356,1
26,32588.94,0.0,Self-Employed,MORTGAGE,506.0,19707.94,16705.51,36,car,14,3,0,1.117,0
40,76497.52,18.6,Salaried,RENT,649.0,24781.24,28960.61,24,debt_consolidation,4,0,0,0.703,0
58,40540.19,30.6,Salaried,RENT,727.0,6692.26,4493.4,36,education,10,0,1,0.276,1
25,43043.29,1.5,Salaried,RENT,713.0,9447.18,12463.74,36,car,11,3,0,0.509,0
43,66462.61,23.4,Salaried,RENT,759.0,20910.22,46944.29,36,education,0,2,0,1.021,0
29,44622.9,16.2,Salaried,MORTGAGE,422.0,11097.35,16301.9,36,car,11,2,0,0.614,0
45,43587.12,18.7,Self-Employed,OWN,763.0,13158.29,25331.68,36,education,10,0,0,0.883,1
30,49280.69,7.4,Unemployed,RENT,680.0,25430.89,28100.38,24,debt_consolidation,9,3,1,1.086,0
68,72960.81,43.1,Retired,OWN,511.0,5895.55,22643.19,24,medical,8,3,0,0.391,0
21,111663.65,0.0,Salaried,MORTGAGE,715.0,38713.18,16003.13,24,education,12,3,0,0.49,1
68,65692.7,43.1,Unemployed,RENT,665.0,15704.85,11143.87,48,home_improvement,1,0,0,0.409,1
59,73251.73,40.3,Salaried,MORTGAGE,684.0,12829.54,50568.12,36,debt_consolidation,5,1,0,0.865,1
62,44359.09,38.0,Salaried,RENT,740.0,18223.87,19089.82,48,business,4,3,0,0.841,0
62,34409.95,49.0,Salaried,RENT,689.0,1059.35,1831.84,12,education,12,1,0,0.084,1
27,67981.65,6.7,Salaried,RENT,517.0,0.0,38531.46,36,medical,2,0,0,0.567,0
66,53402.9,40.0,Unemployed,RENT,637.0,15149.33,2276.55,24,car,0,2,0,0.326,1
48,24069.14,24.5,Retired,RENT,504.0,5518.4,5650.84,12,home_improvement,13,1,0,0.464,0
68,41604.57,42.8,Salaried,RENT,708.0,1958.45,17318.27,48,home_improvement,5,2,0,0.463,1
63,47030.49,44.2,Self-Employed,RENT,776.0,0.0,42519.5,24,debt_consolidation,11,0,0,0.904,1
48,37978.33,19.4,Salaried,OWN,538.0,20492.92,21389.4,24,education,3,2,0,1.103,0
37,102833.64,9.6,Self-Employed,RENT,590.0,32850.44,31212.28,36,medical,10,1,0,0.623,0
24,62312.64,0.0,Salaried,RENT,571.0,15761.79,25277.92,24,debt_consolidation,13,2,0,0.659,0
23,97400.58,3.7,Salaried,OWN,609.0,56422.86,56876.27,60,debt_consolidation,11,0,0,1.163,0
38,55921.97,20.9,Self-Employed,OWN,687.0,22553.85,38271.47,60,debt_consolidation,4,1,0,1.088,0
60,51056.79,43.5,Salaried,MORTGAGE,610.0,26314.24,17893.98,36,car,9,0,0,0.866,1
44,30690.27,24.1,Salaried,OWN,709.0,2240.6,10934.23,24,education,12,2,0,0.429,1
43,49314.07,20.7,Retired,MORTGAGE,746.0,3323.33,11539.01,36,education,12,4,0,0.301,1
30,49341.8,11.2,Salaried,RENT,749.0,16902.59,26300.75,36,business,4,1,0,0.876,1
47,24746.59,20.4,Salaried,MORTGAGE,549.0,7725.26,14976.5,36,business,3,1,0,0.917,0
51,37430.32,21.6,Salaried,OWN,775.0,16373.87,500.0,12,business,6,1,0,0.451,1
69,41704.27,48.7,Self-Employed,MORTGAGE,782.0,224.44,13372.01,24,home_improvement,3,1,0,0.326,1
55,60279.04,29.0,Salaried,RENT,790.0,21431.59,9482.54,24,car,10,1,0,0.513,1
49,61739.24,26.7,Retired,MORTGAGE,636.0,24596.31,26559.07,36,medical,8,1,0,0.829,0
65,36656.31,43.5,Salaried,MORTGAGE,582.0,14311.57,5586.82,36,home_improvement,7,1,0,0.543,0
40,61971.8,19.0,Self-Employed,RENT,561.0,11712.41,8426.42,60,business,12,1,0,0.325,0
66,44755.09,47.8,Salaried,OWN,551.0,14670.37,27958.68,24,debt_consolidation,3,2,0,0.952,0
37,11674.82,18.3,Salaried,RENT,651.0,1560.36,4283.27,48,car,12,1,0,0.501,1
24,38470.58,2.8,Salaried,RENT,726.0,7927.17,14927.31,24,medical,8,2,0,0.594,1
39,84077.5,15.2,Salaried,RENT,768.0,7866.25,40890.0,12,debt_consolidation,14,3,0,0.58,0
24,21143.7,2.4,Self-Employed,OWN,606.0,2879.77,12562.82,48,business,8,1,0,0.73,1
24,51862.21,0.0,Unemployed,OWN,647.0,11091.03,16403.05,24,debt_consolidation,11,1,0,0.53,0
63,108296.77,40.2,Unemployed,RENT,641.0,19099.16,34734.79,60,home_improvement,2,0,0,0.497,1
59,33513.16,47.5,Self-Employed,RENT,593.0,4563.87,10777.39,60,car,3,1,0,0.458,1
29,49073.5,7.7,Salaried,RENT,716.0,2702.01,30244.09,24,education,8,1,0,0.671,0
61,25539.76,40.8,Salaried,RENT,683.0,13897.83,9867.87,24,home_improvement,3,1,0,0.931,1
21,110593.39,0.0,Salaried,OWN,663.0,19344.5,37798.65,24,education,0,2,0,0.517,0
32,47020.25,14.1,Salaried,RENT,682.0,14082.32,22484.11,60,home_improvement,6,1,0,0.778,1
54,50177.07,35.0,Self-Employed,MORTGAGE,705.0,0.0,38448.22,12,car,3,1,0,0.766,1
33,96485.71,14.1,Self-Employed,MORTGAGE,704.0,43770.49,40027.74,48,car,9,0,0,0.869,1
55,68236.79,33.9,Self-Employed,MORTGAGE,575.0,18770.17,23617.47,24,home_improvement,8,1,0,0.621,0
63,31640.26,45.1,Salaried,RENT,731.0,5803.42,24951.5,36,education,7,0,1,0.972,1
21,35467.11,4.1,Salaried,RENT,673.0,6551.8,23619.69,24,car,12,3,0,0.851,0
19,62784.63,0.0,Retired,RENT,611.0,23883.99,39991.61,48,home_improvement,1,1,0,1.017,1
66,35880.15,43.5,Salaried,RENT,671.0,0.0,10759.12,48,car,11,2,0,0.3,1
45,17006.97,26.6,Retired,MORTGAGE,681.0,2149.19,4762.54,12,car,7,1,0,0.406,0
44,47733.06,18.4,Salaried,OWN,747.0,11080.63,1583.26,24,car,10,1,0,0.265,1
42,23386.02,17.1,Salaried,MORTGAGE,556.0,5388.33,13867.52,36,education,12,2,0,0.823,0
40,109989.58,17.8,Salaried,MORTGAGE,769.0,68831.13,45689.61,36,home_improvement,4,3,1,1.041,0
53,53551.22,24.0,Salaried,RENT,652.0,10676.02,2132.54,48,education,3,0,0,0.239,1
48,31176.27,29.3,Unemployed,OWN,604.0,12424.81,19964.33,36,car,11,0,0,1.039,0
26,34568.0,0.1,Salaried,RENT,602.0,18035.8,11494.89,60,medical,9,1,0,0.854,1
50,19059.12,26.1,Salaried,MORTGAGE,560.0,6681.98,6807.61,24,education,2,2,1,0.708,0
52,28290.15,29.1,Salaried,OWN,493.0,4213.18,2755.63,60,home_improvement,4,2,1,0.246,0
23,81483.97,1.2,Salaried,RENT,711.0,4671.22,40614.84,60,home_improvement,12,2,0,0.556,0
37,149625.84,13.6,Self-Employed,MORTGAGE,828.0,54136.58,74865.89,48,car,8,1,0,0.862,1
59,70488.03,36.7,Salaried,MORTGAGE,504.0,35015.2,27518.7,60,car,13,2,0,0.887,0
50,46815.93,27.8,Self-Employed,MORTGAGE,564.0,15537.95,14810.33,36,education,10,3,0,0.648,0
25,39498.59,1.2,Salaried,RENT,718.0,17182.57,36547.79,48,home_improvement,3,3,0,1.36,0
20,30386.45,0.0,Unemployed,MORTGAGE,646.0,19410.62,4841.37,12,business,3,1,0,0.798,0
48,137294.42,30.3,Salaried,OWN,725.0,51568.63,35107.91,24,business,14,1,0,0.631,1
42,44606.09,11.6,Unemployed,RENT,641.0,3787.28,24160.95,36,education,11,0,0,0.627,0
67,141183.38,44.2,Salaried,RENT,598.0,36377.18,27828.94,60,education,8,0,0,0.455,1
45,98396.43,21.1,Self-Employed,RENT,630.0,44822.75,17943.44,60,home_improvement,10,2,0,0.638,1
66,20529.16,45.7,Self-Employed,RENT,436.0,4366.2,12857.49,36,education,6,1,0,0.839,0
29,35137.49,1.2,Salaried,OWN,547.0,16720.38,18307.98,60,debt_consolidation,4,5,0,0.997,0
41,35083.19,17.0,Salaried,MORTGAGE,735.0,8418.54,17430.3,48,debt_consolidation,12,2,0,0.737,0
25,47102.29,2.6,Self-Employed,MORTGAGE,757.0,14137.85,20553.79,48,education,13,0,0,0.737,1
47,47564.54,29.3,Salaried,RENT,777.0,9388.71,12441.42,24,debt_consolidation,13,1,0,0.459,1
27,219283.25,6.3,Salaried,MORTGAGE,690.0,60068.36,76631.99,36,business,11,1,0,0.623,1
43,28606.41,16.3,Self-Employed,RENT,447.0,8063.21,10990.15,36,medical,13,0,0,0.666,0
35,54966.82,11.1,Salaried,RENT,593.0,479.24,31289.49,48,medical,7,0,0,0.578,0
27,66719.59,8.5,Salaried,MORTGAGE,769.0,12260.46,32370.44,36,business,4,2,1,0.669,0
23,48982.29,0.0,Salaried,MORTGAGE,796.0,3184.77,10503.34,48,car,1,0,0,0.279,1
44,51797.14,21.7,Salaried,MORTGAGE,773.0,9786.23,28898.06,60,business,4,2,1,0.747,0
67,29073.88,45.0,Retired,OWN,629.0,3800.7,1869.42,36,debt_consolidation,6,0,0,0.195,1
28,51701.55,4.5,Unemployed,MORTGAGE,532.0,20772.3,17367.36,48,medical,1,1,0,0.738,0
39,63303.73,27.8,Salaried,RENT,646.0,25543.69,10862.31,36,debt_consolidation,4,1,0,0.575,1
29,57745.48,5.3,Salaried,MORTGAGE,651.0,19289.54,13199.42,48,debt_consolidation,13,1,0,0.563,1
60,65192.55,39.8,Unemployed,RENT,791.0,3901.94,51196.83,36,medical,3,0,0,0.845,1
39,99340.04,13.9,Self-Employed,RENT,671.0,23372.7,10516.65,60,medical,5,3,0,0.341,1
68,78314.13,48.1,Salaried,MORTGAGE,652.0,3752.9,18494.76,48,home_improvement,9,0,0,0.284,1
30,50799.78,11.5,Unemployed,RENT,657.0,11577.57,25505.57,48,debt_consolidation,13,3,0,0.73,0
22,27285.78,0.0,Retired,MORTGAGE,686.0,9471.25,8349.43,36,home_improvement,13,4,0,0.653,0
48,36315.41,25.8,Salaried,RENT,706.0,14483.15,15655.99,36,car,12,1,0,0.83,1
51,43922.61,25.4,Unemployed,MORTGAGE,585.0,14095.94,30126.95,60,home_improvement,2,0,0,1.007,0
69,55613.04,42.4,Self-Employed,MORTGAGE,555.0,24401.37,29526.39,60,business,1,3,0,0.97,0
63,38593.29,45.1,Unemployed,RENT,773.0,11152.05,11819.72,60,business,11,0,0,0.595,1
63,30703.55,38.8,Salaried,RENT,502.0,6600.22,11460.29,48,car,13,3,0,0.588,0
50,27062.4,18.3,Salaried,MORTGAGE,797.0,10312.1,13696.85,48,home_improvement,9,4,0,0.887,1
36,21469.98,21.1,Salaried,RENT,478.0,8286.8,11314.64,12,home_improvement,13,2,0,0.913,0
40,43587.45,14.8,Salaried,RENT,597.0,7469.77,17615.89,48,home_improvement,10,0,1,0.576,0
24,23509.67,1.0,Salaried,RENT,737.0,7213.88,11099.43,36,debt_consolidation,5,0,0,0.779,0
40,29724.8,24.6,Salaried,RENT,650.0,6118.94,14039.51,60,car,12,1,0,0.678,1
36,40257.4,13.4,Salaried,RENT,532.0,0.0,15360.4,12,business,11,2,1,0.382,0
19,25135.62,0.0,Unemployed,RENT,688.0,7943.26,7011.64,60,medical,5,0,0,0.595,1
28,59271.04,1.1,Salaried,RENT,656.0,3308.61,32511.3,36,debt_consolidation,8,1,0,0.604,0
45,70977.03,16.5,Unemployed,MORTGAGE,631.0,21238.71,32532.97,24,car,8,1,0,0.758,0
37,37245.5,14.3,Salaried,RENT,594.0,733.89,500.0,48,home_improvement,1,2,0,0.033,0
69,39398.63,48.5,Salaried,RENT,647.0,5596.57,9252.09,48,medical,4,3,0,0.377,1
42,64133.04,21.2,Unemployed,MORTGAGE,598.0,11862.06,19487.83,48,education,3,1,0,0.489,1
67,34303.49,43.1,Salaried,MORTGAGE,850.0,14759.38,12341.49,48,medical,4,0,1,0.79,1
52,33144.53,30.1,Salaried,OWN,628.0,5633.67,21238.65,36,debt_consolidation,7,3,1,0.811,0
20,89165.48,0.0,Salaried,RENT,616.0,7913.82,92773.58,12,car,7,2,0,1.129,0
28,76274.49,7.8,Self-Employed,RENT,601.0,23237.16,500.0,60,car,12,0,0,0.311,1
54,66222.46,32.6,Unemployed,MORTGAGE,810.0,14400.34,30520.69,60,business,0,2,0,0.678,1
46,77872.05,31.9,Salaried,MORTGAGE,502.0,28702.4,32232.58,48,medical,12,2,1,0.783,0
33,18239.79,11.0,Salaried,RENT,682.0,1791.48,6637.5,12,debt_consolidation,3,1,0,0.462,1
45,96463.29,19.2,Retired,OWN,628.0,27166.77,49060.06,48,debt_consolidation,5,0,0,0.79,0
64,59636.98,41.8,Self-Employed,MORTGAGE,522.0,37000.87,25641.38,24,medical,2,1,1,1.05,0
38,81258.5,14.7,Salaried,MORTGAGE,576.0,17398.11,26629.48,60,car,0,1,0,0.542,0
20,59491.03,0.0,Self-Employed,RENT,679.0,16539.08,24144.35,12,education,1,1,0,0.684,0
34,50234.76,12.1,Salaried,MORTGAGE,572.0,42.4,25685.7,12,car,3,1,0,0.512,1
66,42716.71,39.0,Self-Employed,MORTGAGE,673.0,5213.71,21029.19,24,home_improvement,5,2,0,0.614,1
57,58898.58,28.5,Salaried,OWN,806.0,18786.18,25781.47,48,debt_consolidation,4,0,0,0.757,1
61,41945.48,40.1,Salaried,OWN,665.0,8410.71,11883.59,48,car,1,2,1,0.484,0
65,75654.94,48.5,Salaried,OWN,519.0,25886.47,72918.39,48,medical,5,0,0,1.306,0
24,22176.13,2.3,Unemployed,MORTGAGE,574.0,6957.56,10464.97,36,education,2,1,0,0.786,0
32,37392.0,13.3,Unemployed,OWN,624.0,1955.44,20658.8,60,home_improvement,10,0,1,0.605,0
21,136272.47,3.1,Salaried,MORTGAGE,618.0,54821.86,40669.09,36,home_improvement,10,2,1,0.701,0
18,35845.01,0.0,Salaried,MORTGAGE,664.0,2279.64,15697.06,24,medical,0,0,0,0.502,0
61,43506.17,35.7,Salaried,MORTGAGE,678.0,5884.72,18982.68,48,education,9,2,0,0.572,1
66,31530.47,44.8,Salaried,RENT,806.0,8967.98,555.25,36,business,13,0,0,0.302,1
26,57984.03,8.8,Self-Employed,OWN,650.0,28125.35,14882.64,36,education,14,1,0,0.742,1
